node_id,parent_id,level,name_en,name_zh,slug,source_type,source_url,status,example_product_types,case_folder,notes
industrial-and-scientific.fasteners,industrial-and-scientific,L2,Fasteners,紧固件,fasteners,user_screenshot/manual,,planned,screw assortment; hook set,cases/industrial-and-scientific/fasteners/,Generic examples only
industrial-and-scientific.fasteners.screw-assortment,industrial-and-scientific.fasteners,L4,Screw Assortment,,screw-assortment,manual,,placeholder,screw assortment,cases/industrial-and-scientific/fasteners/screw-assortment/,Derived product type
industrial-and-scientific.fasteners.hook-set,industrial-and-scientific.fasteners,L4,Hook Set,,hook-set,manual,,placeholder,hook set,cases/industrial-and-scientific/fasteners/hook-set/,Derived product type
industrial-and-scientific.filtration,industrial-and-scientific,L2,Filtration,过滤产品,filtration,user_screenshot/manual,,planned,filter cartridge; air filter panel,cases/industrial-and-scientific/filtration/,Generic examples only
industrial-and-scientific.filtration.filter-cartridge,industrial-and-scientific.filtration,L4,Filter Cartridge,,filter-cartridge,manual,,placeholder,filter cartridge,cases/industrial-and-scientific/filtration/filter-cartridge/,Derived product type
industrial-and-scientific.filtration.air-filter-panel,industrial-and-scientific.filtration,L4,Air Filter Panel,,air-filter-panel,manual,,placeholder,air filter panel,cases/industrial-and-scientific/filtration/air-filter-panel/,Derived product type
industrial-and-scientific.food-service-equipment-and-supplies,industrial-and-scientific,L2,Food Service Equipment & Supplies,餐饮服务设备与用品,food-service-equipment-and-supplies,user_screenshot/manual,,planned,disposable gloves box; storage container concept,cases/industrial-and-scientific/food-service-equipment-and-supplies/,Generic examples only
industrial-and-scientific.food-service-equipment-and-supplies.disposable-gloves-box,industrial-and-scientific.food-service-equipment-and-supplies,L4,Disposable Gloves Box,,disposable-gloves-box,manual,,placeholder,disposable gloves box,cases/industrial-and-scientific/food-service-equipment-and-supplies/disposable-gloves-box/,Derived product type
industrial-and-scientific.food-service-equipment-and-supplies.storage-container-concept,industrial-and-scientific.food-service-equipment-and-supplies,L4,Storage Container Concept,,storage-container-concept,manual,,placeholder,storage container concept,cases/industrial-and-scientific/food-service-equipment-and-supplies/storage-container-concept/,Derived product type
industrial-and-scientific.janitorial-and-sanitation-supplies,industrial-and-scientific,L2,Janitorial & Sanitation Supplies,清洁与卫生用品,janitorial-and-sanitation-supplies,user_screenshot/manual,,planned,paper towels bulk; sanitation wipe bundle,cases/industrial-and-scientific/janitorial-and-sanitation-supplies/,Generic examples only
industrial-and-scientific.janitorial-and-sanitation-supplies.paper-towels-bulk,industrial-and-scientific.janitorial-and-sanitation-supplies,L4,Paper Towels Bulk,,paper-towels-bulk,manual,,placeholder,paper towels bulk,cases/industrial-and-scientific/janitorial-and-sanitation-supplies/paper-towels-bulk/,Derived product type
industrial-and-scientific.janitorial-and-sanitation-supplies.sanitation-wipe-bundle,industrial-and-scientific.janitorial-and-sanitation-supplies,L4,Sanitation Wipe Bundle,,sanitation-wipe-bundle,manual,,placeholder,sanitation wipe bundle,cases/industrial-and-scientific/janitorial-and-sanitation-supplies/sanitation-wipe-bundle/,Derived product type
industrial-and-scientific.lab-and-scientific-products,industrial-and-scientific,L2,Lab & Scientific Products,实验室与科研产品,lab-and-scientific-products,user_screenshot/manual,,planned,test tube kit; lab gloves,cases/industrial-and-scientific/lab-and-scientific-products/,Generic examples only
industrial-and-scientific.lab-and-scientific-products.test-tube-kit,industrial-and-scientific.lab-and-scientific-products,L4,Test Tube Kit,,test-tube-kit,manual,,placeholder,test tube kit,cases/industrial-and-scientific/lab-and-scientific-products/test-tube-kit/,Derived product type
industrial-and-scientific.lab-and-scientific-products.lab-gloves,industrial-and-scientific.lab-and-scientific-products,L4,Lab Gloves,,lab-gloves,manual,,placeholder,lab gloves,cases/industrial-and-scientific/lab-and-scientific-products/lab-gloves/,Derived product type
industrial-and-scientific.occupational-health-and-safety-products,industrial-and-scientific,L2,Occupational Health & Safety Products,职业健康与安全产品,occupational-health-and-safety-products,user_screenshot/manual,,planned,nitrile gloves box; safety glasses concept,cases/industrial-and-scientific/occupational-health-and-safety-products/,Generic examples only
industrial-and-scientific.occupational-health-and-safety-products.nitrile-gloves-box,industrial-and-scientific.occupational-health-and-safety-products,L4,Nitrile Gloves Box,,nitrile-gloves-box,manual,,placeholder,nitrile gloves box,cases/industrial-and-scientific/occupational-health-and-safety-products/nitrile-gloves-box/,Derived product type
industrial-and-scientific.occupational-health-and-safety-products.safety-glasses-concept,industrial-and-scientific.occupational-health-and-safety-products,L4,Safety Glasses Concept,,safety-glasses-concept,manual,,placeholder,safety glasses concept,cases/industrial-and-scientific/occupational-health-and-safety-products/safety-glasses-concept/,Derived product type
industrial-and-scientific.packaging-and-shipping-supplies,industrial-and-scientific,L2,Packaging & Shipping Supplies,包装与运输用品,packaging-and-shipping-supplies,user_screenshot/manual,,planned,mailing bag pack; shipping labels,cases/industrial-and-scientific/packaging-and-shipping-supplies/,Generic examples only
industrial-and-scientific.packaging-and-shipping-supplies.mailing-bag-pack,industrial-and-scientific.packaging-and-shipping-supplies,L4,Mailing Bag Pack,,mailing-bag-pack,manual,,placeholder,mailing bag pack,cases/industrial-and-scientific/packaging-and-shipping-supplies/mailing-bag-pack/,Derived product type
industrial-and-scientific.packaging-and-shipping-supplies.shipping-labels,industrial-and-scientific.packaging-and-shipping-supplies,L4,Shipping Labels,,shipping-labels,manual,,placeholder,shipping labels,cases/industrial-and-scientific/packaging-and-shipping-supplies/shipping-labels/,Derived product type
industrial-and-scientific.power-and-hand-tools,industrial-and-scientific,L2,Power & Hand Tools,电动与手动工具,power-and-hand-tools,user_screenshot/manual,,planned,digital caliper concept; utility knife,cases/industrial-and-scientific/power-and-hand-tools/,Generic examples only
industrial-and-scientific.power-and-hand-tools.digital-caliper-concept,industrial-and-scientific.power-and-hand-tools,L4,Digital Caliper Concept,,digital-caliper-concept,manual,,placeholder,digital caliper concept,cases/industrial-and-scientific/power-and-hand-tools/digital-caliper-concept/,Derived product type
industrial-and-scientific.power-and-hand-tools.utility-knife,industrial-and-scientific.power-and-hand-tools,L4,Utility Knife,,utility-knife,manual,,placeholder,utility knife,cases/industrial-and-scientific/power-and-hand-tools/utility-knife/,Derived product type
industrial-and-scientific.test-measure-and-inspect,industrial-and-scientific,L2,"Test, Measure & Inspect",测试、测量与检测,test-measure-and-inspect,user_screenshot/manual,,planned,digital caliper concept; inspection gauge,cases/industrial-and-scientific/test-measure-and-inspect/,Generic examples only
industrial-and-scientific.test-measure-and-inspect.digital-caliper-concept,industrial-and-scientific.test-measure-and-inspect,L4,Digital Caliper Concept,,digital-caliper-concept,manual,,placeholder,digital caliper concept,cases/industrial-and-scientific/test-measure-and-inspect/digital-caliper-concept/,Derived product type
industrial-and-scientific.test-measure-and-inspect.inspection-gauge,industrial-and-scientific.test-measure-and-inspect,L4,Inspection Gauge,,inspection-gauge,manual,,placeholder,inspection gauge,cases/industrial-and-scientific/test-measure-and-inspect/inspection-gauge/,Derived product type
kitchen-and-dining,amazon-best-sellers,L1,Kitchen & Dining,厨房与餐饮,kitchen-and-dining,user_screenshot/manual,,in_progress,baking pan set; insulated tumbler; coffee maker concept; frying pan concept; serving tray concept,cases/kitchen-and-dining/,Public generic taxonomy
kitchen-and-dining.bakeware,kitchen-and-dining,L2,Bakeware,烘焙器具,bakeware,user_screenshot/manual,,planned,baking pan set; silicone baking mat,cases/kitchen-and-dining/bakeware/,Generic examples only
kitchen-and-dining.bakeware.baking-pan-set,kitchen-and-dining.bakeware,L4,Baking Pan Set,,baking-pan-set,manual,,placeholder,baking pan set,cases/kitchen-and-dining/bakeware/baking-pan-set/,Derived product type
kitchen-and-dining.bakeware.silicone-baking-mat,kitchen-and-dining.bakeware,L4,Silicone Baking Mat,,silicone-baking-mat,manual,,placeholder,silicone baking mat,cases/kitchen-and-dining/bakeware/silicone-baking-mat/,Derived product type
kitchen-and-dining.bar-tools-and-drinkware,kitchen-and-dining,L2,Bar Tools & Drinkware,酒吧工具与饮具,bar-tools-and-drinkware,user_screenshot/manual,,planned,insulated tumbler; cocktail shaker,cases/kitchen-and-dining/bar-tools-and-drinkware/,Generic examples only
kitchen-and-dining.bar-tools-and-drinkware.insulated-tumbler,kitchen-and-dining.bar-tools-and-drinkware,L4,Insulated Tumbler,,insulated-tumbler,manual,,placeholder,insulated tumbler,cases/kitchen-and-dining/bar-tools-and-drinkware/insulated-tumbler/,Derived product type
kitchen-and-dining.bar-tools-and-drinkware.cocktail-shaker,kitchen-and-dining.bar-tools-and-drinkware,L4,Cocktail Shaker,,cocktail-shaker,manual,,placeholder,cocktail shaker,cases/kitchen-and-dining/bar-tools-and-drinkware/cocktail-shaker/,Derived product type
kitchen-and-dining.coffee-tea-and-espresso-appliances,kitchen-and-dining,L2,"Coffee, Tea & Espresso Appliances",咖啡茶饮与浓缩设备,coffee-tea-and-espresso-appliances,user_screenshot/manual,,planned,coffee maker concept; tea kettle,cases/kitchen-and-dining/coffee-tea-and-espresso-appliances/,Generic examples only
kitchen-and-dining.coffee-tea-and-espresso-appliances.coffee-maker-concept,kitchen-and-dining.coffee-tea-and-espresso-appliances,L4,Coffee Maker Concept,,coffee-maker-concept,manual,,placeholder,coffee maker concept,cases/kitchen-and-dining/coffee-tea-and-espresso-appliances/coffee-maker-concept/,Derived product type
kitchen-and-dining.coffee-tea-and-espresso-appliances.tea-kettle,kitchen-and-dining.coffee-tea-and-espresso-appliances,L4,Tea Kettle,,tea-kettle,manual,,placeholder,tea kettle,cases/kitchen-and-dining/coffee-tea-and-espresso-appliances/tea-kettle/,Derived product type
kitchen-and-dining.cookware,kitchen-and-dining,L2,Cookware,炊具,cookware,user_screenshot/manual,,planned,frying pan concept; pot set,cases/kitchen-and-dining/cookware/,Generic examples only
kitchen-and-dining.cookware.frying-pan-concept,kitchen-and-dining.cookware,L4,Frying Pan Concept,,frying-pan-concept,manual,,placeholder,frying pan concept,cases/kitchen-and-dining/cookware/frying-pan-concept/,Derived product type
kitchen-and-dining.cookware.pot-set,kitchen-and-dining.cookware,L4,Pot Set,,pot-set,manual,,placeholder,pot set,cases/kitchen-and-dining/cookware/pot-set/,Derived product type
kitchen-and-dining.dining-and-entertaining,kitchen-and-dining,L2,Dining & Entertaining,餐桌与宴客用品,dining-and-entertaining,user_screenshot/manual,,planned,serving tray concept; plates set,cases/kitchen-and-dining/dining-and-entertaining/,Generic examples only
kitchen-and-dining.dining-and-entertaining.serving-tray-concept,kitchen-and-dining.dining-and-entertaining,L4,Serving Tray Concept,,serving-tray-concept,manual,,placeholder,serving tray concept,cases/kitchen-and-dining/dining-and-entertaining/serving-tray-concept/,Derived product type
kitchen-and-dining.dining-and-entertaining.plates-set,kitchen-and-dining.dining-and-entertaining,L4,Plates Set,,plates-set,manual,,placeholder,plates set,cases/kitchen-and-dining/dining-and-entertaining/plates-set/,Derived product type
kitchen-and-dining.glassware-and-drinkware,kitchen-and-dining,L2,Glassware & Drinkware,玻璃器皿与饮具,glassware-and-drinkware,user_screenshot/manual,,planned,water bottle; travel mug,cases/kitchen-and-dining/glassware-and-drinkware/,Generic examples only
kitchen-and-dining.glassware-and-drinkware.water-bottle,kitchen-and-dining.glassware-and-drinkware,L4,Water Bottle,,water-bottle,manual,,placeholder,water bottle,cases/kitchen-and-dining/glassware-and-drinkware/water-bottle/,Derived product type
kitchen-and-dining.glassware-and-drinkware.travel-mug,kitchen-and-dining.glassware-and-drinkware,L4,Travel Mug,,travel-mug,manual,,placeholder,travel mug,cases/kitchen-and-dining/glassware-and-drinkware/travel-mug/,Derived product type
kitchen-and-dining.kitchen-and-table-linens,kitchen-and-dining,L2,Kitchen & Table Linens,厨房与餐桌布艺,kitchen-and-table-linens,user_screenshot/manual,,planned,dish cloths pack; oven mitts,cases/kitchen-and-dining/kitchen-and-table-linens/,Generic examples only
kitchen-and-dining.kitchen-and-table-linens.dish-cloths-pack,kitchen-and-dining.kitchen-and-table-linens,L4,Dish Cloths Pack,,dish-cloths-pack,manual,,placeholder,dish cloths pack,cases/kitchen-and-dining/kitchen-and-table-linens/dish-cloths-pack/,Derived product type
kitchen-and-dining.kitchen-and-table-linens.oven-mitts,kitchen-and-dining.kitchen-and-table-linens,L4,Oven Mitts,,oven-mitts,manual,,placeholder,oven mitts,cases/kitchen-and-dining/kitchen-and-table-linens/oven-mitts/,Derived product type
kitchen-and-dining.kitchen-utensils-and-gadgets,kitchen-and-dining,L2,Kitchen Utensils & Gadgets,厨房用具与小工具,kitchen-utensils-and-gadgets,user_screenshot/manual,,planned,meat thermometer; kitchen scale,cases/kitchen-and-dining/kitchen-utensils-and-gadgets/,Generic examples only
